Universitas,Jurusan,Jenis,Daya Tampung,Peminat
UNIVERSITAS PALANGKARAYA,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Soshum,24,85
UNIVERSITAS PALANGKARAYA,PEND. EKONOMI,Soshum,15,142
UNIVERSITAS PALANGKARAYA,PEND. BAHASA INGGRIS,Soshum,41,395
UNIVERSITAS PALANGKARAYA,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Soshum,19,211
UNIVERSITAS PALANGKARAYA,PEND. GURU SEKOLAH DASAR (PGSD),Soshum,42,480
UNIVERSITAS PALANGKARAYA,"PEND. JASMANI, KESEHATAN DAN REKREASI",Soshum,11,181
UNIVERSITAS PALANGKARAYA,PEND. GURU PEND ANAK USIA DINI (PG PAUD),Soshum,24,112
UNIVERSITAS PALANGKARAYA,PEND. LUAR SEKOLAH,Soshum,14,28
UNIVERSITAS PALANGKARAYA,BIMBINGAN DAN KONSELING,Soshum,19,114
UNIVERSITAS PALANGKARAYA,EKONOMI PEMBANGUNAN,Soshum,57,313
UNIVERSITAS PALANGKARAYA,MANAJEMEN,Soshum,76,992
UNIVERSITAS PALANGKARAYA,AKUNTANSI,Soshum,84,788
UNIVERSITAS PALANGKARAYA,SOSIOLOGI,Soshum,25,207
UNIVERSITAS PALANGKARAYA,ILMU ADMINISTRASI NEGARA,Soshum,40,593
UNIVERSITAS PALANGKARAYA,ILMU HUKUM,Soshum,60,767
UNIVERSITAS PALANGKARAYA,TEKNOLOGI PENDIDIKAN,Soshum,20,151
UNIVERSITAS PALANGKARAYA,MANAJEMEN PENDIDIKAN,Soshum,20,163
UNIVERSITAS PALANGKARAYA,ILMU PEMERINTAHAN,Soshum,38,674
UNIVERSITAS PALANGKARAYA,PENDIDIKAN SENDRATASIK,Soshum,7,49
UNIVERSITAS PALANGKARAYA,ILMU SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),Saintek,32,298
UNIVERSITAS PALANGKARAYA,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,61,131
UNIVERSITAS PALANGKARAYA,BUDIDAYA PERAIRAN,Saintek,27,143
UNIVERSITAS PALANGKARAYA,TEKNIK SIPIL,Saintek,48,546
UNIVERSITAS PALANGKARAYA,ARSITEKTUR,Saintek,29,176
UNIVERSITAS PALANGKARAYA,TEKNIK PERANGKAT LUNAK (TEK. INFORMATIKA),Saintek,27,969
UNIVERSITAS PALANGKARAYA,PEND. MATEMATIKA,Saintek,29,138
UNIVERSITAS PALANGKARAYA,PEND. FISIKA,Saintek,30,48
UNIVERSITAS PALANGKARAYA,PEND. KIMIA,Saintek,24,40
UNIVERSITAS PALANGKARAYA,PEND. BIOLOGI,Saintek,20,160
UNIVERSITAS PALANGKARAYA,PEND. TEKNIK MESIN,Saintek,17,120
UNIVERSITAS PALANGKARAYA,TEKNIK PERTAMBANGAN,Saintek,20,352
UNIVERSITAS PALANGKARAYA,AGROTEKNOLOGI,Saintek,65,322
UNIVERSITAS PALANGKARAYA,KEHUTANAN,Saintek,78,349
UNIVERSITAS PALANGKARAYA,TEKNOLOGI HASIL PERIKANAN,Saintek,36,63
UNIVERSITAS PALANGKARAYA,PETERNAKAN,Saintek,37,63
UNIVERSITAS PALANGKARAYA,PENDIDIKAN TEKNIK BANGUNAN,Saintek,13,55
UNIVERSITAS PALANGKARAYA,PENDIDIKAN DOKTER,Saintek,42,552
UNIVERSITAS PALANGKARAYA,TEKNOLOGI INDUSTRI PERTANIAN,Saintek,38,166
UNIVERSITAS PALANGKARAYA,FISIKA,Saintek,16,17
UNIVERSITAS PALANGKARAYA,KIMIA,Saintek,17,18
UNIVERSITAS PALANGKARAYA,BIOLOGI,Saintek,15,102
UNIVERSITAS PAPUA,EKONOMI PEMBANGUNAN,Soshum,4,63
UNIVERSITAS PAPUA,MANAJEMEN,Soshum,15,110
UNIVERSITAS PAPUA,AKUNTANSI,Soshum,8,91
UNIVERSITAS PAPUA,PENDIDIKAN BAHASA INDONESIA,Soshum,4,44
UNIVERSITAS PAPUA,PENDIDIKAN BAHASA INGGRIS,Soshum,3,26
UNIVERSITAS PAPUA,TEKNOLOGI HASIL PERTANIAN,Saintek,1,25
UNIVERSITAS PAPUA,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,2,21
UNIVERSITAS PAPUA,ILMU KELAUTAN,Saintek,2,27
UNIVERSITAS PAPUA,MATEMATIKA,Saintek,2,7
UNIVERSITAS PAPUA,FISIKA,Saintek,3,11
UNIVERSITAS PAPUA,BIOLOGI,Saintek,4,33
UNIVERSITAS PAPUA,KIMIA,Saintek,1,12
UNIVERSITAS PAPUA,AGRIBISNIS,Saintek,6,35
UNIVERSITAS PAPUA,AGROTEKNOLOGI,Saintek,2,22
UNIVERSITAS PAPUA,PETERNAKAN,Saintek,1,26
UNIVERSITAS PAPUA,KEHUTANAN,Saintek,6,80
UNIVERSITAS PAPUA,TEKNIK INFORMATIKA,Saintek,6,196
UNIVERSITAS PAPUA,TEKNIK PERTAMBANGAN,Saintek,11,82
UNIVERSITAS PAPUA,TEKNIK ELEKTRO,Saintek,3,31
UNIVERSITAS PAPUA,PENDIDIKAN BIOLOGI,Saintek,6,35
UNIVERSITAS PAPUA,PENDIDIKAN MATEMATIKA,Saintek,3,11
UNIVERSITAS PAPUA,PENDIDIKAN KIMIA,Saintek,1,14
UNIVERSITAS PAPUA,TEKNIK GEOLOGI,Saintek,3,20
UNIVERSITAS PAPUA,PENDIDIKAN FISIKA,Saintek,1,7
UNIVERSITAS PAPUA,ILMU TANAH,Saintek,1,7
UNIVERSITAS PAPUA,NUTRISI DAN TEKNOLOGI PAKAN TERNAK,Saintek,1,7
UNIVERSITAS PAPUA,TEKNIK PERTANIAN DAN BIOSISTEM,Saintek,2,19
UNIVERSITAS PAPUA,TEKNIK SIPIL,Saintek,10,81
UNIVERSITAS PATTIMURA,IL. HUKUM,Soshum,156,643
UNIVERSITAS PATTIMURA,IL. ADM. NEGARA,Soshum,34,185
UNIVERSITAS PATTIMURA,IL. PEMERINTAHAN,Soshum,27,201
UNIVERSITAS PATTIMURA,SOSIOLOGI,Soshum,14,146
UNIVERSITAS PATTIMURA,MANAJEMEN,Soshum,67,526
UNIVERSITAS PATTIMURA,EKONOMI PEMBANGUNAN,Soshum,33,194
UNIVERSITAS PATTIMURA,AKUNTANSI,Soshum,95,620
UNIVERSITAS PATTIMURA,PENDIDIKAN SEJARAH,Soshum,15,149
UNIVERSITAS PATTIMURA,PENDIDIKAN GEOGRAFI,Soshum,14,146
UNIVERSITAS PATTIMURA,PENDIDIKAN EKONOMI,Soshum,11,123
UNIVERSITAS PATTIMURA,PPKN,Soshum,10,67
UNIVERSITAS PATTIMURA,PEND. BAHASA INDONESIA,Soshum,16,256
UNIVERSITAS PATTIMURA,PEND. BAHASA INGGRIS,Soshum,30,287
UNIVERSITAS PATTIMURA,PEND. BAHASA JERMAN,Soshum,5,30
UNIVERSITAS PATTIMURA,PENJASKESREK,Soshum,7,102
UNIVERSITAS PATTIMURA,BIMBINGAN KONSELING,Soshum,6,45
UNIVERSITAS PATTIMURA,PGSD S1,Soshum,23,108
UNIVERSITAS PATTIMURA,ILMU KOMUNIKASI,Soshum,29,164
UNIVERSITAS PATTIMURA,PENYULUHAN PERTANIAN,Soshum,11,34
UNIVERSITAS PATTIMURA,PEND. BIOLOGI,Saintek,33,219
UNIVERSITAS PATTIMURA,PEND. FISIKA,Saintek,30,96
UNIVERSITAS PATTIMURA,PEND. MATEMATIKA,Saintek,37,108
UNIVERSITAS PATTIMURA,PEND. KIMIA,Saintek,20,92
UNIVERSITAS PATTIMURA,AGRIBISNIS,Saintek,37,109
UNIVERSITAS PATTIMURA,AGROTEKNOLOGI,Saintek,13,45
UNIVERSITAS PATTIMURA,TEK. HASIL PERTANIAN,Saintek,15,64
UNIVERSITAS PATTIMURA,KEHUTANAN,Saintek,23,103
UNIVERSITAS PATTIMURA,PETERNAKAN,Saintek,8,28
UNIVERSITAS PATTIMURA,TEKNIK PERKAPALAN,Saintek,12,46
UNIVERSITAS PATTIMURA,TEKNIK SISTIM PERKAPALAN,Saintek,6,29
UNIVERSITAS PATTIMURA,TEKNIK MESIN,Saintek,27,125
UNIVERSITAS PATTIMURA,TEKNIK INDUSTRI,Saintek,33,126
UNIVERSITAS PATTIMURA,MAJEMEN SUMB.PERAIRAN,Saintek,20,60
UNIVERSITAS PATTIMURA,IL. KELAUTAN,Saintek,17,64
UNIVERSITAS PATTIMURA,BUDIDAYA PERAIRAN,Saintek,12,26
UNIVERSITAS PATTIMURA,PEMANFAATAN SD PERIKANAN,Saintek,7,34
UNIVERSITAS PATTIMURA,TEK. HASIL PERIKANAN,Saintek,13,74
UNIVERSITAS PATTIMURA,AGROBISNIS PERIKANAN,Saintek,29,97
UNIVERSITAS PATTIMURA,MATEMATIKA,Saintek,16,68
UNIVERSITAS PATTIMURA,FISIKA,Saintek,11,42
UNIVERSITAS PATTIMURA,KIMIA,Saintek,16,49
UNIVERSITAS PATTIMURA,BIOLOGI,Saintek,29,122
UNIVERSITAS PATTIMURA,PENDIDIKAN DOKTER,Saintek,73,610
UNIVERSITAS PATTIMURA,PERENCANAAN WILAYAH DAN KOTA,Saintek,43,287
UNIVERSITAS PATTIMURA,TEKNIK SIPIL,Saintek,42,545
UNIVERSITAS PATTIMURA,PEMULIAAN TANAMAN,Saintek,6,8
UNIVERSITAS PATTIMURA,ILMU TANAH,Saintek,3,21
UNIVERSITAS PATTIMURA,TEKNIK GEOLOGI,Saintek,8,341
UNIVERSITAS PATTIMURA,STATISTIKA,Saintek,21,66
UNIVERSITAS PATTIMURA,TEKNIK GEOFISIKA,Saintek,5,0
UNIVERSITAS PATTIMURA,TEKNIK PERMINYAKAN,Saintek,8,0
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Soshum,10,50
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN EKONOMI,Soshum,38,205
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN SEJARAH,Soshum,16,53
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN GEOGRAFI,Soshum,17,38
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Soshum,20,150
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN BAHASA INGGRIS,Soshum,86,449
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN SENI RUPA,Soshum,7,48
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN KESEJAHTERAAN KELUARGA,Soshum,24,94
UNIVERSITAS PENDIDIKAN GANESHA,BIMBINGAN KONSELING,Soshum,27,109
UNIVERSITAS PENDIDIKAN GANESHA,TEKNOLOGI PENDIDIKAN,Soshum,43,88
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Soshum,36,167
UNIVERSITAS PENDIDIKAN GANESHA,MANAJEMEN,Soshum,65,914
UNIVERSITAS PENDIDIKAN GANESHA,AKUNTANSI,Soshum,62,827
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN KEPELATIHAN OLAHRAGA,Soshum,4,85
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN GURU SEKOLAH DASAR,Soshum,92,574
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN GURU ANAK USIA DINI,Soshum,25,87
UNIVERSITAS PENDIDIKAN GANESHA,PEND. BAHASA JEPANG,Soshum,21,46
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN BAHASA BALI,Soshum,13,29
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN SOSIOLOGI,Soshum,13,77
UNIVERSITAS PENDIDIKAN GANESHA,ILMU HUKUM,Soshum,51,326
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN VOKASIONAL SENI KULINER,Soshum,13,0
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN MATEMATIKA,Saintek,36,138
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN BIOLOGI,Saintek,14,80
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN KIMIA,Saintek,13,52
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN FISIKA,Saintek,18,44
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN TEKNIK INFORMATIKA,Saintek,55,257
UNIVERSITAS PENDIDIKAN GANESHA,ILMU KEOLAHRAGAAN,Saintek,6,35
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN TEKNIK ELEKTRO,Saintek,17,39
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN TEKNIK MESIN,Saintek,12,44
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN IPA,Saintek,23,65
UNIVERSITAS PENDIDIKAN GANESHA,KIMIA,Saintek,3,21
UNIVERSITAS PENDIDIKAN GANESHA,MATEMATIKA,Saintek,4,49
UNIVERSITAS PENDIDIKAN GANESHA,BIOLOGI,Saintek,6,36
UNIVERSITAS PENDIDIKAN GANESHA,AKUAKULTUR,Saintek,6,38
UNIVERSITAS PENDIDIKAN GANESHA,SISTEM INFORMASI,Saintek,20,160
UNIVERSITAS PENDIDIKAN GANESHA,ILMU KOMPUTER,Saintek,24,0
UNIVERSITAS PENDIDIKAN GANESHA,KEDOKTERAN,Saintek,20,0
UNIVERSITAS PENDIDIKAN INDONESIA,ADMINISTRASI PENDIDIKAN,Soshum,30,816
UNIVERSITAS PENDIDIKAN INDONESIA,BIMBINGAN DAN KONSELING,Soshum,38,"1,913"
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MASYARAKAT,Soshum,36,387
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KHUSUS,Soshum,37,741
UNIVERSITAS PENDIDIKAN INDONESIA,TEKNOLOGI PENDIDIKAN,Soshum,34,595
UNIVERSITAS PENDIDIKAN INDONESIA,PSIKOLOGI,Soshum,40,"2,656"
UNIVERSITAS PENDIDIKAN INDONESIA,PKN,Soshum,38,557
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SEJARAH,Soshum,40,765
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN GEOGRAFI,Soshum,44,741
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU PENDIDIKAN AGAMA ISLAM,Soshum,42,"1,406"
UNIVERSITAS PENDIDIKAN INDONESIA,MANAJEMEN RESORT DAN LEISURE,Soshum,43,"1,520"
UNIVERSITAS PENDIDIKAN INDONESIA,MANAJEMEN PEMASARAN PARIWISATA,Soshum,36,"1,686"
UNIVERSITAS PENDIDIKAN INDONESIA,MANAJEMEN INDUSTRI KATERING,Soshum,38,910
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BHS.DAN SASTRA INDONESIA,Soshum,55,"1,035"
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA SUNDA,Soshum,58,785
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA INGGRIS,Soshum,34,"1,337"
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA ARAB,Soshum,32,795
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA JEPANG,Soshum,50,818
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA JERMAN,Soshum,34,356
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA PERANCIS,Soshum,32,285
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SENI RUPA DAN KERAJINAN,Soshum,50,336
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SENI TARI,Soshum,67,251
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SENI MUSIK,Soshum,51,604
UNIVERSITAS PENDIDIKAN INDONESIA,BAHASA DAN SASTRA INGGRIS,Soshum,34,"1,395"
UNIVERSITAS PENDIDIKAN INDONESIA,BAHASA DAN SASTRA INDONESIA,Soshum,37,866
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KESEJAHTERAAN KELUARGA,Soshum,23,404
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TATA BOGA,Soshum,23,"1,417"
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TATA BUSANA,Soshum,23,755
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KEPELATIHAN OLAHRAGA,Soshum,58,943
UNIVERSITAS PENDIDIKAN INDONESIA,PEND. JASMANI KESEHATAN & REKREASI (PJKR),Soshum,77,"1,517"
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN AKUNTANSI,Soshum,39,522
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BISNIS,Soshum,39,890
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MANAJEMEN PERKANTORAN,Soshum,43,850
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN EKONOMI,Soshum,39,524
UNIVERSITAS PENDIDIKAN INDONESIA,MANAJEMEN,Soshum,36,"2,624"
UNIVERSITAS PENDIDIKAN INDONESIA,AKUNTANSI,Soshum,40,"1,786"
UNIVERSITAS PENDIDIKAN INDONESIA,PERPUSTAKAAN DAN INFORMASI,Soshum,36,658
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN IPS,Soshum,40,613
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SOSIOLOGI,Soshum,40,"1,016"
UNIVERSITAS PENDIDIKAN INDONESIA,PGSD PEND. JASMANI KAMPUS BUMI SILIWANGI,Soshum,74,247
UNIVERSITAS PENDIDIKAN INDONESIA,PGSD KAMPUS CIBIRU,Soshum,111,"1,323"
UNIVERSITAS PENDIDIKAN INDONESIA,PGPAUD KAMPUS CIBIRU,Soshum,38,310
UNIVERSITAS PENDIDIKAN INDONESIA,PGSD KAMPUS SUMEDANG,Soshum,62,652
UNIVERSITAS PENDIDIKAN INDONESIA,PGSD PENDIDIKAN JASMANI KAMPUS SUMEDANG,Soshum,53,201
UNIVERSITAS PENDIDIKAN INDONESIA,PGSD KAMPUS PURWAKARTA,Soshum,72,749
UNIVERSITAS PENDIDIKAN INDONESIA,PGSD KAMPUS TASIKMALAYA,Soshum,89,964
UNIVERSITAS PENDIDIKAN INDONESIA,PGSD KAMPUS SERANG,Soshum,85,695
UNIVERSITAS PENDIDIKAN INDONESIA,PGSD KAMPUS BUMI SILIWANGI,Soshum,67,"1,211"
UNIVERSITAS PENDIDIKAN INDONESIA,PGPAUD KAMPUS BUMI SILIWANGI,Soshum,39,359
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU KOMUNIKASI,Soshum,37,"2,910"
UNIVERSITAS PENDIDIKAN INDONESIA,PGPAUD KAMPUS SERANG,Soshum,34,152
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU EKONOMI DAN KEUANGAN ISLAM,Soshum,38,912
UNIVERSITAS PENDIDIKAN INDONESIA,PGPAUD KAMPUS TASIKMALAYA,Soshum,50,271
UNIVERSITAS PENDIDIKAN INDONESIA,PGPAUD KAMPUS PURWAKARTA,Soshum,34,158
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA KOREA,Soshum,35,"1,118"
UNIVERSITAS PENDIDIKAN INDONESIA,KEWIRAUSAHAAN KAMPUS TASIKMALAYA,Soshum,46,281
UNIVERSITAS PENDIDIKAN INDONESIA,SAINS INFORMASI GEOGRAFI,Soshum,40,635
UNIVERSITAS PENDIDIKAN INDONESIA,DESAIN KOMUNIKASI VISUAL,Soshum,41,981
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN PARIWISATA,Soshum,59,0
UNIVERSITAS PENDIDIKAN INDONESIA,FILM DAN TELEVISI,Soshum,61,0
UNIVERSITAS PENDIDIKAN INDONESIA,BISNIS DIGITAL (KAMPUS UPI TASIKMALAYA),Soshum,60,0
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MATEMATIKA,Saintek,39,"1,202"
